NU_INSCRICAO,TP_SEXO,TP_FAIXA_ETARIA,TP_COR_RACA,TP_ESCOLA,TP_ENSINO,TP_DEPENDENCIA_ADM_ESC,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,MEDIA_GERAL
210059086582,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,511.2,573,538.5,561.6,540,F,G,C,D,4,544.86
210061359672,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,527.2,590.4,518.1,383.4,600,F,C,A,A,6,523.82
210060844846,Feminino,5,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,D,B,C,3,0
210059604136,Feminino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,410.6,453.5,464,341.5,0,D,D,B,B,6,333.92
210061080817,Masculino,10,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,H,A,B,3,0
210058278321,Feminino,2,Preta,Pública,Ensino Regular,NA,1,1,1,1,427.3,469.4,415.5,369.4,0,E,E,B,B,4,336.32
210060820277,Feminino,2,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,E,C,C,3,0
210058721085,Masculino,3,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,H,A,A,A,3,0
210059865602,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,518.8,529.3,521,433.3,520,E,D,F,F,4,504.47999999999996
210058704958,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,540.8,441.4,497.3,530.1,840,C,C,A,A,3,569.92
210059134458,Feminino,3,Parda,Pública,Ensino Regular,Federal,1,1,1,1,516.6,613.6,600.4,680.2,920,E,F,D,B,4,666.16
210058859875,Feminino,2,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,F,B,E,4,0
210060070268,Feminino,6,Parda,Não respondeu,NA,NA,1,1,1,1,555.7,626,607.6,658.1,880,H,G,F,D,3,665.48
210060521789,Masculino,5,Parda,Não respondeu,NA,NA,1,1,1,1,423.2,426.4,472.5,538.5,660,C,C,A,B,4,504.12
210060808495,Masculino,5,Branca,Não respondeu,NA,NA,1,1,1,1,448.4,590.3,517.7,576.2,600,E,E,B,D,3,546.52
210058419040,Masculino,5,Branca,Não respondeu,NA,NA,1,1,1,1,434.8,409.5,463.2,587.9,0,E,G,D,E,4,379.08
210059253046,Feminino,7,Branca,Não respondeu,NA,NA,1,1,1,1,618.3,678,623.1,673.8,780,F,E,B,B,2,674.64
210060174774,Feminino,12,Parda,Não respondeu,NA,NA,1,1,1,1,488.3,569.4,534,538,560,E,C,D,B,3,537.94
210060004313,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,472,604.9,607.5,645.7,780,E,C,A,A,4,622.02
210058568431,Masculino,3,Indígena,Pública,Ensino Regular,Estadual,1,1,1,1,466.9,482.9,467,479.6,500,B,C,A,A,5,479.28
210058837459,Masculino,1,Parda,Não respondeu,NA,NA,1,1,1,1,474.2,576.6,519.9,694.2,620,F,E,C,B,3,576.98
210061002556,Feminino,2,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,A,A,2,0
210059116938,Masculino,2,Branca,Pública,Ensino Regular,Privada,1,1,1,1,600.8,615.5,562,658.8,840,F,G,B,D,4,655.42
210058969580,Feminino,5,Parda,Não respondeu,NA,NA,1,1,1,1,412.5,520.3,477.6,445,880,H,H,A,A,6,547.08
210059392696,Feminino,17,Branca,Não respondeu,NA,NA,1,1,1,1,555,594.3,520,598.4,580,F,F,E,E,1,569.54
210060029925,Feminino,14,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,B,F,B,5,0
210061919545,Feminino,3,Branca,Não respondeu,NA,NA,1,1,1,1,516.5,589.4,545.6,589.7,660,E,D,B,B,3,580.24
210061033456,Masculino,5,Parda,Não respondeu,NA,NA,1,1,1,1,527.9,526.6,492.2,456.1,0,C,C,C,F,6,400.56
210060399292,Feminino,3,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,C,D,4,0
210060195987,Feminino,5,Amarela,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,E,C,B,2,0
210059395301,Feminino,5,Branca,Não respondeu,NA,NA,1,1,1,1,630.1,682.1,656.6,759.6,640,F,E,D,D,4,673.6800000000001
210058242872,Feminino,5,Branca,Não respondeu,NA,NA,1,1,1,1,477.7,566.9,573,369.9,680,H,B,F,B,2,533.5
210060523780,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,470.1,455.6,496.7,454.9,0,E,E,C,B,7,375.46
210061791311,Feminino,3,Preta,Pública,NA,Estadual,1,1,1,1,418.6,555.3,492.1,427.6,620,C,E,C,B,5,502.72
210060883128,Masculino,5,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,E,B,D,1,0
210059606226,Feminino,8,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,H,C,B,2,0
210059847755,Feminino,4,Preta,Não respondeu,NA,NA,1,1,1,1,386.9,574.9,522.9,512.3,900,C,E,A,A,4,579.4
210058396007,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,485,559.7,598.6,541,900,E,E,D,B,4,616.86
210060097444,Masculino,5,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,G,G,D,D,2,0
210060314303,Feminino,6,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,F,F,4,0
210060286966,Feminino,3,Branca,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,H,B,A,A,5,0
210058234080,Feminino,6,Parda,Não respondeu,NA,NA,1,1,1,1,440.8,549.9,540.8,475.5,520,A,E,A,B,6,505.4
210058771781,Masculino,5,Parda,Não respondeu,NA,NA,1,1,1,1,618.1,639.3,607.4,597,620,E,F,D,D,3,616.36
210061832865,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,524.1,566.6,544.1,592.9,700,E,E,D,B,5,585.54
210061434606,Masculino,6,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,H,B,B,3,0
210059073317,Feminino,13,Parda,Não respondeu,NA,NA,1,1,1,1,567.8,461.5,510.3,369.8,880,C,D,A,B,2,557.88
210061675678,Feminino,2,Parda,Não respondeu,NA,NA,1,1,1,1,545.7,513.3,459.7,471.8,820,B,F,C,C,4,562.1
210060906970,Masculino,11,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,E,C,C,1,0
210059263175,Masculino,5,Parda,Não respondeu,NA,NA,1,1,1,1,378.1,506,438.4,346.6,460,E,D,A,A,5,425.82
210061327056,Masculino,2,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,E,E,A,A,2,0
210058680513,Feminino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,512.8,509.1,487.5,544.3,640,B,G,D,B,5,538.74
210059152651,Feminino,7,Parda,Não respondeu,NA,NA,1,1,1,1,391.9,476.7,478.9,360.4,440,C,D,B,B,5,429.58
210060105022,Masculino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,675.6,765.6,607.1,825.2,980,H,G,F,E,5,770.7
210060564567,Masculino,5,Branca,Não respondeu,NA,NA,1,1,1,1,601.6,648.9,636.3,703.3,780,H,C,B,B,2,674.02
210059797709,Masculino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,441.6,459.7,474.5,361.1,0,E,E,C,A,4,347.38
210058237636,Masculino,4,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,G,F,E,E,1,0
210060134448,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,448.7,384.8,367.7,500.7,460,E,E,A,D,4,432.38
210059163965,Masculino,4,Parda,Não respondeu,NA,NA,1,1,1,1,509.4,430.8,323.4,403.5,0,E,E,F,F,5,333.42
210061280061,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,509.3,587.8,573.3,738.8,640,F,G,E,E,4,609.8399999999999
210061476439,Masculino,6,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,D,B,B,4,0
210060862042,Feminino,11,Branca,Não respondeu,NA,NA,1,1,1,1,390.8,496.6,498.9,409.6,480,C,C,C,B,3,455.18
210059158473,Masculino,13,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,D,C,3,0
210061993970,Masculino,3,Branca,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,C,E,A,B,3,0
210061641474,Feminino,2,Parda,Não respondeu,NA,NA,1,1,1,1,480.8,518.6,526.1,442.6,800,E,E,C,B,3,553.62
210059652922,Masculino,1,Preta,Não respondeu,NA,NA,1,1,1,1,475.9,490.8,458.9,411,680,B,B,A,D,4,503.32
210058245558,Feminino,3,Preta,Não respondeu,NA,NA,1,1,1,1,481.6,581.9,568.2,443.4,840,E,E,D,D,3,583.02
210060891483,Feminino,13,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,A,A,A,A,3,0
210059287897,Feminino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,499.4,538.6,535.2,402,760,E,C,C,F,6,547.04
210060049537,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,410.7,415.7,442.8,454.6,640,C,C,A,B,7,472.76
210058990863,Feminino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,612,588.1,547.2,736.5,800,G,G,D,D,5,656.76
210061146955,Feminino,2,Parda,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,E,E,C,B,5,0
210058084523,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,461.5,630.8,577.6,565.8,800,G,E,D,D,3,607.14
210061979037,Feminino,4,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,C,B,2,0
210060085817,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,528,512.7,557.9,606.8,600,D,D,B,B,4,561.08
210059081538,Feminino,4,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,C,B,B,5,0
210059214477,Masculino,11,Branca,Não respondeu,NA,NA,1,1,1,1,589.4,495.8,459.6,444.8,320,A,A,A,A,2,461.92
210061293228,Feminino,2,Parda,Privada,Ensino Regular,NA,1,1,1,1,498.5,541.4,577.4,665.9,940,E,E,C,A,4,644.64
210058524291,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,517.4,446.9,474.1,519.2,820,E,D,A,A,4,555.52
210059872737,Masculino,3,Parda,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,H,E,F,B,2,0
210060069143,Feminino,15,Branca,Não respondeu,NA,NA,1,1,1,1,575.8,558.5,599.7,546.2,640,E,E,B,B,4,584.04
210060208429,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,515.3,503.2,556.6,667,800,F,E,C,B,4,608.42
210058944341,Feminino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,414.9,499.2,517.9,430.9,640,D,H,F,F,4,500.58
210059437274,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,713.2,699.8,737.8,864.5,940,F,F,E,D,3,791.06
210061283898,Feminino,3,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,C,C,A,A,7,0
210059567592,Masculino,6,Branca,Não respondeu,NA,NA,1,1,1,1,364.2,503.7,488.3,339.4,460,H,H,F,F,4,431.12
210058859237,Masculino,2,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,D,B,A,A,3,0
210058132005,Masculino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,557,617.9,598.5,430.3,580,E,E,C,C,3,556.74
210061565485,Masculino,12,Parda,Pública,NA,Estadual,0,0,0,0,0,0,0,0,0,C,C,A,A,3,0
210059936482,Masculino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,555.5,472.3,478.7,490,380,E,D,B,F,5,475.3
210059543042,Feminino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,488.9,569,523.3,505.7,900,E,E,C,C,5,597.38
210059462821,Feminino,8,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,C,C,B,3,0
210059959092,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,559.5,547.5,552.3,514.1,680,A,D,A,A,3,570.68
210060830435,Masculino,7,Preta,Não respondeu,NA,NA,1,1,1,1,366.2,546.5,431.5,376.2,800,D,D,B,B,2,504.08
210059741392,Feminino,13,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,B,B,4,0
210060110480,Feminino,9,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,F,F,F,F,2,0
210060083820,Feminino,12,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,D,F,C,3,0
210061636433,Feminino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,D,B,4,0
210058282543,Masculino,3,Branca,Privada,Ensino Regular,Privada,1,1,1,1,495.1,420.9,388.6,433.4,580,D,E,B,C,4,463.6
210060722508,Feminino,8,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,D,C,B,B,6,0
210061239768,Masculino,5,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,A,D,4,0
210059339289,Masculino,4,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,G,G,E,E,4,0
210058141724,Masculino,3,Preta,Pública,Ensino Regular,Estadual,1,1,1,1,530,399.3,488.3,425.8,400,E,E,D,D,4,448.68
210059976503,Masculino,5,Parda,Não respondeu,NA,NA,1,1,1,1,465.9,461.2,420.5,487.1,440,A,E,A,B,4,454.94
210059404277,Feminino,3,Preta,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,E,E,C,D,2,0
210060559244,Feminino,3,Branca,Pública,Ensino Regular,Federal,1,1,1,1,589.1,633.7,623.3,667.3,860,G,G,D,D,2,674.68
210060112423,Feminino,12,Parda,Não respondeu,NA,NA,1,1,1,1,456.1,562.1,481,467.5,660,B,B,A,A,4,525.34
210061929643,Feminino,4,Parda,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,E,E,C,B,3,0
210059720206,Feminino,2,Branca,Pública,Ensino Regular,Estadual,0,1,1,0,0,500,535.7,0,520,B,E,C,B,3,311.14
210059899676,Feminino,12,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,B,A,A,1,0
210060930777,Masculino,8,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,E,F,B,6,0
210058510567,Feminino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,491.1,585.9,492.2,644.5,740,E,E,C,B,3,590.74
210058881035,Masculino,14,Branca,Pública,NA,NA,1,1,1,1,506.7,593.5,579.7,589.4,540,D,D,C,F,4,561.86
210059951901,Masculino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,561.1,512.4,561.7,583.6,560,F,E,B,B,3,555.76
210060930226,Feminino,3,Parda,Não respondeu,NA,NA,1,1,1,1,454.4,475.9,546.2,495.8,620,E,A,F,B,2,518.46
210059592386,Feminino,5,Preta,Não respondeu,NA,NA,1,1,1,1,419.1,452.6,444.7,367,580,D,D,A,D,6,452.68
210061066415,Masculino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,384.6,475.3,420,461,620,D,E,C,B,2,472.18
210059184982,Feminino,5,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,D,C,B,1,0
210058923846,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,529.5,587.6,626.2,638.1,800,E,C,A,A,7,636.28
210061190288,Feminino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,559.8,573.6,584,625.2,680,C,C,F,B,5,604.52
210061810891,Feminino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,C,B,C,3,0
210058133857,Feminino,13,Parda,Não respondeu,NA,NA,1,1,1,1,477.6,525.5,508.4,382.8,460,A,C,A,F,3,470.86
210059714169,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,432.3,537.9,531,596.4,660,E,G,F,D,3,551.52
210058315462,Feminino,8,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,E,D,C,4,0
210058255598,Masculino,3,Branca,Privada,Ensino Regular,Privada,1,1,1,1,770.3,671.1,588.9,884.7,800,G,G,E,D,5,743
210061960503,Feminino,16,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,F,E,E,D,1,0
210059296602,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,550.9,555.2,416.5,497,600,G,F,E,E,3,523.92
210061923646,Masculino,2,Branca,Pública,Ensino Regular,Privada,0,0,0,0,0,0,0,0,0,H,H,F,F,2,0
210060024519,Feminino,5,Branca,Não respondeu,NA,NA,1,1,1,1,693.4,667.4,619.4,758.4,840,B,E,A,D,6,715.72
210059607945,Feminino,12,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,A,B,3,0
210059414024,Masculino,2,Preta,Privada,Ensino Regular,Privada,1,1,1,1,532.2,639.6,642,563.5,880,E,E,C,C,3,651.46
210059392777,Feminino,9,Parda,Não respondeu,NA,NA,1,1,1,1,623.4,418.4,570,666,900,C,C,D,D,3,635.56
210058523224,Masculino,3,Parda,Não respondeu,NA,NA,1,1,1,1,393.9,424.7,423.2,400.2,400,C,C,F,B,3,408.4
210060499801,Masculino,12,Branca,Não respondeu,NA,NA,1,1,1,1,648.7,696.5,672.2,719,940,E,G,D,D,3,735.28
210061748189,Feminino,2,Branca,Pública,NA,Estadual,0,0,0,0,0,0,0,0,0,E,E,F,F,3,0
210061895644,Masculino,1,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,E,B,B,4,0
210060475675,Masculino,2,Parda,Não respondeu,NA,NA,1,1,1,1,429.5,482.8,381.3,407.8,620,B,B,A,A,4,464.28000000000003
210061178427,Masculino,8,Preta,Não respondeu,NA,NA,1,1,1,1,358.4,393.3,450.5,515.7,600,A,B,A,A,4,463.58
210061281137,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,544.1,570.6,552.6,611.3,920,F,F,D,D,3,639.72
210059932266,Masculino,3,Branca,Pública,Ensino Regular,Federal,1,1,1,1,479.1,386.2,548.6,747.2,880,F,F,E,D,8,608.22
210061938267,Masculino,1,Preta,Não respondeu,NA,NA,1,1,1,1,526.3,588.1,567.9,616.6,840,G,G,F,E,4,627.78
210059618941,Masculino,7,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,C,F,B,4,0
210060642129,Feminino,3,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,E,B,C,B,4,0
210060075773,Masculino,1,Parda,Não respondeu,NA,NA,1,1,1,1,507.7,551.2,556.4,414.5,440,E,G,D,E,3,493.96
210058584557,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,641.6,619,589.6,796.1,840,E,E,C,B,3,697.26
210060706358,Feminino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,D,F,B,3,0
210060331114,Feminino,2,Parda,Não respondeu,NA,NA,1,1,1,1,491.1,494.9,553.2,460.6,840,C,F,B,D,4,567.96
210059149078,Feminino,12,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,H,B,B,4,0
210058978203,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,484.6,482.6,463.7,507,640,H,F,C,D,4,515.58
210061603744,Masculino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,533.5,585.7,511.9,751.5,900,B,E,A,A,5,656.52
210058986974,Feminino,9,Parda,Não respondeu,NA,NA,1,1,1,1,576.5,590.7,568.3,633.7,600,B,E,B,B,2,593.84
210061700028,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,520,542.6,472.3,503.5,800,C,D,A,A,5,567.6800000000001
210058621752,Masculino,2,Branca,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,E,E,C,D,5,0
210059344558,Feminino,4,Branca,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,E,E,C,B,5,0
210058482014,Masculino,11,Parda,Não respondeu,NA,NA,1,1,1,1,601.8,662.2,621,654.9,960,B,F,A,D,2,699.98
210060476886,Feminino,12,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,C,D,D,2,0
210059275414,Masculino,5,Parda,Não respondeu,NA,NA,1,1,1,1,554.3,585.4,576.4,630.4,860,D,D,A,B,3,641.3
210059916620,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,438.8,568.9,545,621.2,560,E,F,F,E,4,546.78
210061503555,Feminino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,F,B,6,0
210059430284,Masculino,3,Branca,Privada,Ensino Regular,Estadual,1,1,1,1,558.7,593,561.5,714,800,G,G,E,E,3,645.44
210060381980,Feminino,5,Parda,Não respondeu,NA,NA,1,1,1,1,421.4,0,405.2,488.4,600,H,G,F,D,7,383
210058301913,Feminino,5,Parda,Não respondeu,NA,NA,1,1,1,1,503.1,440.4,509.7,460.2,600,C,F,C,F,4,502.68
210061216986,Masculino,12,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,F,B,D,B,3,0
210060010495,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,525.5,505.6,516.1,615.9,780,B,B,F,F,4,588.62
210061906923,Masculino,11,Branca,Não respondeu,NA,NA,1,1,1,1,597.6,706.7,649.3,704.9,660,E,E,B,B,2,663.7
210059187921,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,375.8,395.4,473.6,389.3,0,B,B,A,B,3,326.82
210059085901,Feminino,6,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,D,C,D,3,0
210059183890,Masculino,17,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,C,F,F,1,0
210059882217,Feminino,14,Branca,Não respondeu,NA,NA,1,1,1,1,434.4,374.7,381.5,348.7,40,G,G,E,E,17,315.86
210059001424,Masculino,11,Parda,Não respondeu,NA,NA,1,1,1,1,551.9,554.3,399.5,640.2,580,E,C,B,B,5,545.18
210060091008,Masculino,4,Preta,Pública,Ensino Regular,Estadual,1,1,1,1,416.6,444.5,450,389.7,320,C,C,A,A,5,404.16
210060996511,Masculino,2,Preta,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,E,E,D,D,3,0
210059983499,Masculino,1,Parda,Não respondeu,NA,NA,1,1,1,1,342.1,462.8,435.6,401.5,400,C,E,F,F,6,408.40000000000003
210058976808,Feminino,3,Parda,Pública,Ensino Regular,NA,2,1,1,2,0,503.5,467.1,0,680,C,C,A,A,5,330.12
210060242459,Feminino,2,Parda,Privada,Ensino Regular,Privada,1,1,1,1,465.1,481,576.8,457.9,360,F,G,D,E,3,468.15999999999997
210058654899,Feminino,7,Preta,Não respondeu,NA,NA,1,1,1,1,485.9,570.5,522.1,498.9,740,E,E,B,B,3,563.48
210060241984,Masculino,4,Parda,Pública,NA,Estadual,0,0,0,0,0,0,0,0,0,D,D,B,B,5,0
210060374960,Feminino,5,Branca,Não respondeu,NA,NA,1,1,1,1,581.7,603.4,622.9,628,940,F,E,D,D,3,675.2
210061977813,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,483.8,552.9,564.9,491.1,540,E,E,D,B,5,526.54
210060859786,Feminino,2,Amarela,Não respondeu,NA,NA,1,1,1,1,528.9,571.7,597.5,517.4,860,E,E,D,D,4,615.1
210058526322,Masculino,3,Parda,Não respondeu,NA,NA,1,1,1,1,528.5,485.5,566,501.1,580,G,C,B,B,3,532.22
210059132460,Masculino,3,Parda,Não respondeu,NA,NA,1,1,1,1,324.4,529.6,385.4,557.8,820,C,H,A,A,4,523.4399999999999
210059155184,Feminino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,458.5,499.2,412.7,442.9,400,E,E,B,F,4,442.65999999999997
210060595728,Feminino,4,Branca,Não respondeu,NA,NA,1,1,1,1,571.5,650.5,577.5,670.7,720,F,G,D,D,4,638.04
210059758126,Masculino,4,Branca,Não respondeu,NA,NA,1,1,1,1,583.7,386.9,492.1,533.4,820,E,E,C,B,4,563.22
210059481050,Feminino,4,Preta,Pública,Ensino Regular,Estadual,1,1,1,1,479.2,571.6,564.2,446.7,880,B,E,C,C,3,588.34
210058619689,Feminino,5,Parda,Não respondeu,NA,NA,1,1,1,1,591.8,615.8,602.2,710.9,900,C,E,D,D,1,684.14
210058239764,Feminino,3,Branca,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,E,C,C,F,4,0
210061181778,Feminino,12,Branca,Não respondeu,NA,NA,1,1,1,1,533.2,478.8,473.1,369.3,560,H,E,C,B,3,482.88
210059143876,Masculino,3,Parda,Não respondeu,NA,NA,1,1,1,1,518.3,509.4,519.3,385.3,460,H,B,F,F,5,478.46
210058040648,Masculino,1,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,G,G,E,E,3,0
210058518216,Masculino,10,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,H,B,C,2,0
210060656320,Masculino,7,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,H,F,F,3,0
210059585653,Masculino,2,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,E,E,C,C,4,0
210059307462,Masculino,8,Branca,Não respondeu,NA,NA,1,1,1,1,458.1,517.3,526.7,395.2,700,B,E,A,A,5,519.46
210058231558,Feminino,9,Branca,Não respondeu,NA,NA,1,1,1,1,522.3,648.6,598.9,613.8,800,B,F,F,D,3,636.72
210058704359,Feminino,1,Branca,Não respondeu,NA,NA,0,1,1,0,0,514.5,524.3,0,580,H,G,F,D,7,323.76
210058367093,Feminino,8,Parda,Não respondeu,NA,NA,1,1,1,1,477.9,380.7,314.2,452.8,740,B,B,B,B,2,473.12
210059975116,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,333.7,346.8,436,689.7,640,G,F,E,D,4,489.24
210061417913,Feminino,3,Parda,Não respondeu,NA,NA,1,1,1,1,593.2,614.4,604.7,777.9,0,E,E,C,C,4,518.04
210061911682,Masculino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,526.9,537.4,535.4,579.8,760,E,F,D,B,6,587.9
210059968122,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,525.2,589.6,619.7,588.7,900,G,F,E,D,3,644.64
210061833049,Feminino,12,Branca,Não respondeu,NA,NA,1,1,1,1,464,427.3,506.3,351.2,380,C,B,F,B,2,425.76
210060156238,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,472.4,537.3,491.1,518.1,800,B,E,A,A,3,563.78
210060620169,Masculino,4,Parda,Não respondeu,NA,NA,1,1,1,1,603.6,439.2,455.2,654.9,640,C,E,B,B,2,558.58
210058086019,Feminino,1,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,C,A,A,4,0
210060733595,Masculino,9,Preta,Não respondeu,NA,NA,1,1,1,1,577.4,612.5,577.9,639.5,640,E,E,D,B,3,609.46
210058668616,Masculino,5,Branca,Pública,NA,Estadual,1,1,1,1,407.3,457.9,484.4,414.5,660,D,D,B,B,3,484.82
210060012563,Feminino,13,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,G,C,E,5,0
